	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
SNED1	1.08E-82	0.531336	0.626	0.419	2.16E-79	Fibroblasts/Preadipocytes	SNED1
CD55	3.84E-80	1.089504	0.647	0.474	7.68E-77	Fibroblasts/Preadipocytes	CD55
S100A41	1.32E-79	0.519788	0.68	0.509	2.65E-76	Fibroblasts/Preadipocytes	S100A4
PLCB12	7.31E-69	0.659874	0.637	0.446	1.46E-65	Fibroblasts/Preadipocytes	PLCB1
VIM	4.55E-64	0.631351	0.778	0.646	9.10E-61	Fibroblasts/Preadipocytes	VIM
ZFP36	9.75E-33	0.585534	0.56	0.424	1.95E-29	Fibroblasts/Preadipocytes	ZFP36
LPAR11	0	2.203393	0.835	0.154	0	Fibroblasts/Chondrocytes	LPAR1
SLC26A7	0	2.194968	0.734	0.132	0	Fibroblasts/Chondrocytes	SLC26A7
SLC22A3	0	2.159053	0.855	0.138	0	Fibroblasts/Chondrocytes	SLC22A3
PRKG12	0	2.13818	0.906	0.267	0	Fibroblasts/Chondrocytes	PRKG1
LSAMP	0	2.128881	0.732	0.242	0	Fibroblasts/Chondrocytes	LSAMP
ABI3BP1	0	2.098567	0.845	0.183	0	Fibroblasts/Chondrocytes	ABI3BP
TMEM178B	0	2.034871	0.767	0.187	0	Fibroblasts/Chondrocytes	TMEM178B
ADAM121	0	2.01226	0.844	0.195	0	Fibroblasts/Chondrocytes	ADAM12
CCDC102B	0	1.99559	0.762	0.21	0	Fibroblasts/Chondrocytes	CCDC102B
CACNA2D31	0	1.936418	0.754	0.217	0	Fibroblasts/Chondrocytes	CACNA2D3
SYNPO2	0	1.919536	0.772	0.197	0	Fibroblasts/Chondrocytes	SYNPO2
ZNF804B	0	1.900173	0.678	0.109	0	Fibroblasts/Chondrocytes	ZNF804B
ROBO12	0	1.843282	0.82	0.278	0	Fibroblasts/Chondrocytes	ROBO1
SORCS1	0	1.808852	0.75	0.172	0	Fibroblasts/Chondrocytes	SORCS1
CALD11	0	1.789982	0.835	0.265	0	Fibroblasts/Chondrocytes	CALD1
SVEP12	0	1.774327	0.801	0.195	0	Fibroblasts/Chondrocytes	SVEP1
VEGFC	0	1.709779	0.769	0.122	0	Fibroblasts/Chondrocytes	VEGFC
ANKRD29	0	1.683424	0.718	0.134	0	Fibroblasts/Chondrocytes	ANKRD29
C7	0	1.672757	0.751	0.149	0	Fibroblasts/Chondrocytes	C7
CDH11	0	1.666173	0.771	0.139	0	Fibroblasts/Chondrocytes	CDH11
SDK12	0	1.658578	0.852	0.323	0	Fibroblasts/Chondrocytes	SDK1
ABCC3	0	1.620627	0.729	0.09	0	Fibroblasts/Chondrocytes	ABCC3
LHFPL62	0	1.617282	0.856	0.276	0	Fibroblasts/Chondrocytes	LHFPL6
PLEKHH2	0	1.611791	0.811	0.188	0	Fibroblasts/Chondrocytes	PLEKHH2
JAK21	0	1.598096	0.849	0.421	0	Fibroblasts/Chondrocytes	JAK2
HS3ST3A1	0	1.581768	0.662	0.091	0	Fibroblasts/Chondrocytes	HS3ST3A1
PRRX11	0	1.574914	0.757	0.135	0	Fibroblasts/Chondrocytes	PRRX1
RBMS32	0	1.531314	0.836	0.263	0	Fibroblasts/Chondrocytes	RBMS3
DTNA1	0	1.530236	0.698	0.143	0	Fibroblasts/Chondrocytes	DTNA
TNFSF11	0	1.512338	0.66	0.1	0	Fibroblasts/Chondrocytes	TNFSF11
ANK22	0	1.510219	0.9	0.241	0	Fibroblasts/Chondrocytes	ANK2
DCLK11	0	1.500405	0.863	0.184	0	Fibroblasts/Chondrocytes	DCLK1
OCA2	0	1.469219	0.71	0.081	0	Fibroblasts/Chondrocytes	OCA2
RBPMS2	0	1.451227	0.866	0.312	0	Fibroblasts/Chondrocytes	RBPMS
BICC11	0	1.449784	0.826	0.189	0	Fibroblasts/Chondrocytes	BICC1
ZEB23	0	1.425033	0.888	0.348	0	Fibroblasts/Chondrocytes	ZEB2
LIFR1	0	1.416281	0.748	0.187	0	Fibroblasts/Chondrocytes	LIFR
PLA2R1	0	1.386945	0.789	0.175	0	Fibroblasts/Chondrocytes	PLA2R1
CXCL121	0	1.355251	0.797	0.156	0	Fibroblasts/Chondrocytes	CXCL12
MEIS21	0	1.344953	0.872	0.198	0	Fibroblasts/Chondrocytes	MEIS2
RANBP17	0	1.339263	0.725	0.176	0	Fibroblasts/Chondrocytes	RANBP17
EBF31	0	1.336556	0.824	0.158	0	Fibroblasts/Chondrocytes	EBF3
BMP2K1	0	1.314244	0.829	0.375	0	Fibroblasts/Chondrocytes	BMP2K
ITGA8	0	1.274356	0.67	0.112	0	Fibroblasts/Chondrocytes	ITGA8
CLMP2	0	1.263993	0.739	0.216	0	Fibroblasts/Chondrocytes	CLMP
EPHA3	0	1.226399	0.694	0.125	0	Fibroblasts/Chondrocytes	EPHA3
CYP7B1	0	1.222547	0.718	0.211	0	Fibroblasts/Chondrocytes	CYP7B1
NFIB2	0	1.222491	0.851	0.289	0	Fibroblasts/Chondrocytes	NFIB
SLIT32	0	1.214548	0.767	0.239	0	Fibroblasts/Chondrocytes	SLIT3
TENM31	0	1.206656	0.804	0.232	0	Fibroblasts/Chondrocytes	TENM3
EXOC3L4	0	1.185918	0.627	0.091	0	Fibroblasts/Chondrocytes	EXOC3L4
ADRA1A1	0	1.181818	0.813	0.175	0	Fibroblasts/Chondrocytes	ADRA1A
KEL	0	1.17884	0.698	0.12	0	Fibroblasts/Chondrocytes	KEL
NOVA12	0	1.171992	0.762	0.176	0	Fibroblasts/Chondrocytes	NOVA1
PTPRK	0	1.156516	0.789	0.294	0	Fibroblasts/Chondrocytes	PTPRK
PROS1	0	1.154648	0.765	0.147	0	Fibroblasts/Chondrocytes	PROS1
ENAH	0	1.153004	0.802	0.175	0	Fibroblasts/Chondrocytes	ENAH
CNTN1	0	1.139431	0.66	0.106	0	Fibroblasts/Chondrocytes	CNTN1
PDE1C	0	1.128067	0.704	0.142	0	Fibroblasts/Chondrocytes	PDE1C
PDE10A1	0	1.117739	0.717	0.157	0	Fibroblasts/Chondrocytes	PDE10A
APBB22	0	1.093001	0.855	0.265	0	Fibroblasts/Chondrocytes	APBB2
ADAMTSL2	0	1.079919	0.715	0.083	0	Fibroblasts/Chondrocytes	ADAMTSL2
FGF71	0	1.073375	0.7	0.165	0	Fibroblasts/Chondrocytes	FGF7
CP	0	1.034996	0.728	0.197	0	Fibroblasts/Chondrocytes	CP
PID12	0	1.030276	0.779	0.193	0	Fibroblasts/Chondrocytes	PID1
TCF7L11	0	1.022513	0.804	0.21	0	Fibroblasts/Chondrocytes	TCF7L1
GFRA11	0	1.018722	0.7	0.1	0	Fibroblasts/Chondrocytes	GFRA1
MEOX2	0	0.991208	0.734	0.178	0	Fibroblasts/Chondrocytes	MEOX2
ITIH52	0	0.990573	0.736	0.196	0	Fibroblasts/Chondrocytes	ITIH5
FLRT21	0	0.968355	0.791	0.168	0	Fibroblasts/Chondrocytes	FLRT2
MUSK	0	0.941119	0.794	0.153	0	Fibroblasts/Chondrocytes	MUSK
RUNX1T12	0	0.926573	0.871	0.218	0	Fibroblasts/Chondrocytes	RUNX1T1
PARM1	0	0.913986	0.68	0.157	0	Fibroblasts/Chondrocytes	PARM1
CHL11	0	0.908813	0.69	0.134	0	Fibroblasts/Chondrocytes	CHL1
MAPK102	0	0.907273	0.817	0.247	0	Fibroblasts/Chondrocytes	MAPK10
NR2F2	0	0.894732	0.795	0.183	0	Fibroblasts/Chondrocytes	NR2F2
GEM	0	0.884814	0.725	0.187	0	Fibroblasts/Chondrocytes	GEM
KIAA1755	0	0.872189	0.725	0.116	0	Fibroblasts/Chondrocytes	KIAA1755
MID12	0	0.861024	0.729	0.195	0	Fibroblasts/Chondrocytes	MID1
FAM114A11	0	0.85858	0.726	0.182	0	Fibroblasts/Chondrocytes	FAM114A1
AC119674.21	0	0.848196	0.721	0.195	0	Fibroblasts/Chondrocytes	AC119674.2
C2CD21	0	0.845952	0.799	0.301	0	Fibroblasts/Chondrocytes	C2CD2
ABHD17C	0	0.825089	0.691	0.163	0	Fibroblasts/Chondrocytes	ABHD17C
MAP3K202	0	0.810076	0.814	0.272	0	Fibroblasts/Chondrocytes	MAP3K20
GUCY1A2	0	0.773534	0.696	0.176	0	Fibroblasts/Chondrocytes	GUCY1A2
PDGFRB	0	0.769328	0.699	0.14	0	Fibroblasts/Chondrocytes	PDGFRB
ABCB11	0	0.766784	0.726	0.092	0	Fibroblasts/Chondrocytes	ABCB11
ADGRL3	0	0.765703	0.685	0.166	0	Fibroblasts/Chondrocytes	ADGRL3
MCC	0	0.721019	0.822	0.299	0	Fibroblasts/Chondrocytes	MCC
PLPP31	0	0.710484	0.761	0.199	0	Fibroblasts/Chondrocytes	PLPP3
CXCL13	0	0.697507	0.713	0.186	0	Fibroblasts/Chondrocytes	CXCL13
SPATS2L2	0	0.645747	0.816	0.254	0	Fibroblasts/Chondrocytes	SPATS2L
GUCY1B3	0	0.641565	0.727	0.133	0	Fibroblasts/Chondrocytes	GUCY1B3
SGCE1	0	0.634966	0.779	0.243	0	Fibroblasts/Chondrocytes	SGCE
ETS2	0	0.612594	0.701	0.209	0	Fibroblasts/Chondrocytes	ETS2
SNCAIP	0	0.611455	0.708	0.141	0	Fibroblasts/Chondrocytes	SNCAIP
WLS1	0	0.597756	0.708	0.175	0	Fibroblasts/Chondrocytes	WLS
NECTIN31	0	0.594337	0.768	0.244	0	Fibroblasts/Chondrocytes	NECTIN3
PGM5	0	0.577345	0.801	0.243	0	Fibroblasts/Chondrocytes	PGM5
CDON1	0	0.564993	0.767	0.184	0	Fibroblasts/Chondrocytes	CDON
COL1A21	0	0.537284	0.784	0.245	0	Fibroblasts/Chondrocytes	COL1A2
COL3A11	0	0.53405	0.837	0.27	0	Fibroblasts/Chondrocytes	COL3A1
OSBPL6	0	0.527969	0.708	0.132	0	Fibroblasts/Chondrocytes	OSBPL6
EPB41L33	0	0.526208	0.761	0.212	0	Fibroblasts/Chondrocytes	EPB41L3
STRIP2	0	0.515327	0.633	0.1	0	Fibroblasts/Chondrocytes	STRIP2
TTLL71	0	0.504015	0.767	0.234	0	Fibroblasts/Chondrocytes	TTLL7
SLC9A91	9.30E-306	1.020264	0.872	0.643	1.86E-302	Fibroblasts/Chondrocytes	SLC9A9
SOBP1	3.94E-305	0.61006	0.694	0.172	7.87E-302	Fibroblasts/Chondrocytes	SOBP
TBC1D91	1.94E-301	0.715817	0.746	0.227	3.89E-298	Fibroblasts/Chondrocytes	TBC1D9
DYNC2LI1	2.94E-301	0.795241	0.709	0.214	5.87E-298	Fibroblasts/Chondrocytes	DYNC2LI1
FBXL71	3.76E-301	0.613569	0.781	0.255	7.51E-298	Fibroblasts/Chondrocytes	FBXL7
TCF42	9.00E-298	0.859284	0.833	0.322	1.80E-294	Fibroblasts/Chondrocytes	TCF4
SLC1A2	4.46E-294	0.961836	0.631	0.121	8.93E-291	Fibroblasts/Chondrocytes	SLC1A2
OSMR1	1.54E-291	1.492835	0.705	0.201	3.09E-288	Fibroblasts/Chondrocytes	OSMR
DAPK21	1.31E-290	0.765655	0.714	0.221	2.62E-287	Fibroblasts/Chondrocytes	DAPK2
SLIT21	2.34E-286	1.218314	0.693	0.144	4.69E-283	Fibroblasts/Chondrocytes	SLIT2
SLCO2B11	9.42E-286	1.153144	0.656	0.125	1.88E-282	Fibroblasts/Chondrocytes	SLCO2B1
ADAMTSL11	4.14E-285	1.057342	0.714	0.207	8.27E-282	Fibroblasts/Chondrocytes	ADAMTSL1
NEGR11	1.56E-280	0.641501	0.716	0.188	3.13E-277	Fibroblasts/Chondrocytes	NEGR1
ADAMTS3	3.59E-280	0.508761	0.656	0.191	7.17E-277	Fibroblasts/Chondrocytes	ADAMTS3
LAMA3	9.45E-276	1.582186	0.681	0.135	1.89E-272	Fibroblasts/Chondrocytes	LAMA3
KCNT21	1.02E-275	1.187199	0.673	0.167	2.05E-272	Fibroblasts/Chondrocytes	KCNT2
VCAM11	1.15E-275	1.251494	0.649	0.139	2.30E-272	Fibroblasts/Chondrocytes	VCAM1
UNC5C	4.01E-272	1.377423	0.673	0.164	8.02E-269	Fibroblasts/Chondrocytes	UNC5C
MYO1B	6.39E-271	1.132271	0.66	0.167	1.28E-267	Fibroblasts/Chondrocytes	MYO1B
VEGFA	3.76E-269	0.779302	0.682	0.214	7.52E-266	Fibroblasts/Chondrocytes	VEGFA
FLNB	2.72E-264	1.411059	0.74	0.308	5.45E-261	Fibroblasts/Chondrocytes	FLNB
SMOC2	1.02E-262	0.75157	0.615	0.109	2.04E-259	Fibroblasts/Chondrocytes	SMOC2
PAPSS22	3.68E-259	0.959439	0.657	0.153	7.36E-256	Fibroblasts/Chondrocytes	PAPSS2
CFH1	5.60E-259	0.981912	0.699	0.24	1.12E-255	Fibroblasts/Chondrocytes	CFH
ZNF385B	7.08E-259	0.603348	0.645	0.158	1.42E-255	Fibroblasts/Chondrocytes	ZNF385B
ADAMTS121	7.13E-257	0.510168	0.689	0.181	1.43E-253	Fibroblasts/Chondrocytes	ADAMTS12
PTPRM1	1.65E-256	0.901223	0.86	0.443	3.31E-253	Fibroblasts/Chondrocytes	PTPRM
NAALADL22	2.26E-256	1.091408	0.785	0.331	4.52E-253	Fibroblasts/Chondrocytes	NAALADL2
DYNC2H11	3.95E-256	0.689406	0.77	0.287	7.90E-253	Fibroblasts/Chondrocytes	DYNC2H1
WDFY33	1.13E-255	0.65833	0.784	0.273	2.25E-252	Fibroblasts/Chondrocytes	WDFY3
DDR22	1.54E-253	1.02676	0.719	0.239	3.08E-250	Fibroblasts/Chondrocytes	DDR2
NBEA	3.10E-253	1.185752	0.774	0.354	6.19E-250	Fibroblasts/Chondrocytes	NBEA
ADAM22	2.43E-246	0.889629	0.689	0.212	4.85E-243	Fibroblasts/Chondrocytes	ADAM22
GATA6	2.55E-244	0.522326	0.63	0.165	5.10E-241	Fibroblasts/Chondrocytes	GATA6
HELLS	1.65E-243	0.504636	0.743	0.297	3.30E-240	Fibroblasts/Chondrocytes	HELLS
IL7	1.06E-241	1.216189	0.704	0.247	2.12E-238	Fibroblasts/Chondrocytes	IL7
SNED11	1.41E-237	1.131842	0.817	0.41	2.82E-234	Fibroblasts/Chondrocytes	SNED1
CHN1	2.23E-235	1.065077	0.699	0.241	4.45E-232	Fibroblasts/Chondrocytes	CHN1
IGFBP71	1.08E-234	1.483344	0.677	0.19	2.15E-231	Fibroblasts/Chondrocytes	IGFBP7
ROBO21	1.05E-230	1.046042	0.693	0.222	2.09E-227	Fibroblasts/Chondrocytes	ROBO2
ADGRL21	1.44E-227	1.098334	0.703	0.217	2.87E-224	Fibroblasts/Chondrocytes	ADGRL2
ENOX11	6.34E-226	1.245599	0.695	0.22	1.27E-222	Fibroblasts/Chondrocytes	ENOX1
COL5A22	4.11E-225	0.897525	0.684	0.183	8.23E-222	Fibroblasts/Chondrocytes	COL5A2
CLSTN21	9.04E-221	1.251697	0.654	0.178	1.81E-217	Fibroblasts/Chondrocytes	CLSTN2
VCL	1.03E-220	1.468827	0.73	0.32	2.06E-217	Fibroblasts/Chondrocytes	VCL
SPRED11	3.23E-220	0.624831	0.708	0.215	6.47E-217	Fibroblasts/Chondrocytes	SPRED1
ZNF462	7.79E-220	0.672165	0.659	0.175	1.56E-216	Fibroblasts/Chondrocytes	ZNF462
CACNA1C	8.13E-220	1.353593	0.661	0.186	1.63E-216	Fibroblasts/Chondrocytes	CACNA1C
ARHGAP62	7.25E-215	0.709195	0.666	0.189	1.45E-211	Fibroblasts/Chondrocytes	ARHGAP6
MSRB3	4.80E-210	0.862415	0.668	0.201	9.59E-207	Fibroblasts/Chondrocytes	MSRB3
COL6A31	2.82E-208	0.865825	0.669	0.213	5.64E-205	Fibroblasts/Chondrocytes	COL6A3
ST5	8.54E-208	1.142538	0.648	0.166	1.71E-204	Fibroblasts/Chondrocytes	ST5
AMOTL11	2.67E-204	0.649282	0.648	0.185	5.34E-201	Fibroblasts/Chondrocytes	AMOTL1
ARNT2	1.18E-200	0.598362	0.588	0.116	2.36E-197	Fibroblasts/Chondrocytes	ARNT2
GNAL	1.41E-199	1.081576	0.637	0.173	2.83E-196	Fibroblasts/Chondrocytes	GNAL
TMEM150C	1.70E-199	1.040523	0.636	0.185	3.40E-196	Fibroblasts/Chondrocytes	TMEM150C
LAMC12	4.13E-195	0.738243	0.71	0.243	8.26E-192	Fibroblasts/Chondrocytes	LAMC1
TNFAIP22	1.03E-192	0.697905	0.648	0.187	2.06E-189	Fibroblasts/Chondrocytes	TNFAIP2
RCAN2	1.60E-192	0.735504	0.618	0.167	3.19E-189	Fibroblasts/Chondrocytes	RCAN2
PAPLN	5.41E-192	1.243172	0.632	0.155	1.08E-188	Fibroblasts/Chondrocytes	PAPLN
ARHGAP321	9.10E-192	0.836433	0.731	0.294	1.82E-188	Fibroblasts/Chondrocytes	ARHGAP32
TOM1L1	3.30E-191	0.947009	0.659	0.234	6.60E-188	Fibroblasts/Chondrocytes	TOM1L1
NHS1	2.92E-190	0.760769	0.674	0.226	5.84E-187	Fibroblasts/Chondrocytes	NHS
PLD13	3.36E-188	0.984716	0.695	0.237	6.72E-185	Fibroblasts/Chondrocytes	PLD1
NRXN3	1.52E-187	1.352617	0.648	0.19	3.04E-184	Fibroblasts/Chondrocytes	NRXN3
PDZRN32	8.25E-186	0.642286	0.661	0.192	1.65E-182	Fibroblasts/Chondrocytes	PDZRN3
VGLL31	1.42E-183	0.710126	0.568	0.093	2.83E-180	Fibroblasts/Chondrocytes	VGLL3
KALRN	7.29E-182	0.880549	0.696	0.245	1.46E-178	Fibroblasts/Chondrocytes	KALRN
DAAM1	4.45E-180	1.160493	0.71	0.314	8.90E-177	Fibroblasts/Chondrocytes	DAAM1
RNF1501	1.03E-175	1.291762	0.671	0.206	2.06E-172	Fibroblasts/Chondrocytes	RNF150
ME31	2.95E-174	0.689238	0.642	0.206	5.90E-171	Fibroblasts/Chondrocytes	ME3
SERPINE2	2.86E-173	0.694601	0.577	0.136	5.72E-170	Fibroblasts/Chondrocytes	SERPINE2
WWTR1	1.04E-170	0.59428	0.69	0.236	2.07E-167	Fibroblasts/Chondrocytes	WWTR1
ARSJ	1.89E-168	0.576468	0.57	0.108	3.77E-165	Fibroblasts/Chondrocytes	ARSJ
MAMLD1	2.88E-167	0.927241	0.627	0.197	5.77E-164	Fibroblasts/Chondrocytes	MAMLD1
DLC12	4.51E-166	0.632151	0.754	0.289	9.01E-163	Fibroblasts/Chondrocytes	DLC1
ERRFI11	1.02E-165	0.508651	0.613	0.18	2.03E-162	Fibroblasts/Chondrocytes	ERRFI1
FGF141	2.00E-163	1.759394	0.613	0.172	3.99E-160	Fibroblasts/Chondrocytes	FGF14
COL12A11	7.30E-163	0.604391	0.597	0.166	1.46E-159	Fibroblasts/Chondrocytes	COL12A1
DLG22	3.08E-162	1.12206	0.761	0.419	6.15E-159	Fibroblasts/Chondrocytes	DLG2
PALLD1	1.83E-160	1.147816	0.66	0.256	3.66E-157	Fibroblasts/Chondrocytes	PALLD
BNC22	4.43E-159	0.884781	0.701	0.25	8.86E-156	Fibroblasts/Chondrocytes	BNC2
MAP3K13	1.47E-158	0.81401	0.659	0.231	2.95E-155	Fibroblasts/Chondrocytes	MAP3K13
KIF13A1	2.64E-158	0.591853	0.733	0.292	5.28E-155	Fibroblasts/Chondrocytes	KIF13A
MEIS11	8.13E-156	1.054887	0.639	0.189	1.63E-152	Fibroblasts/Chondrocytes	MEIS1
IL33	5.39E-153	0.687249	0.588	0.13	1.08E-149	Fibroblasts/Chondrocytes	IL33
ADGRG2	4.45E-152	0.996156	0.607	0.171	8.90E-149	Fibroblasts/Chondrocytes	ADGRG2
SDC22	5.16E-151	0.567709	0.633	0.206	1.03E-147	Fibroblasts/Chondrocytes	SDC2
FRMD61	8.63E-149	0.601957	0.608	0.168	1.73E-145	Fibroblasts/Chondrocytes	FRMD6
COL4A4	2.01E-148	0.970392	0.595	0.136	4.03E-145	Fibroblasts/Chondrocytes	COL4A4
ANTXR11	8.72E-147	0.745734	0.624	0.182	1.74E-143	Fibroblasts/Chondrocytes	ANTXR1
PTPRT	3.07E-146	1.361309	0.593	0.148	6.13E-143	Fibroblasts/Chondrocytes	PTPRT
COL27A1	7.57E-146	1.347842	0.583	0.103	1.51E-142	Fibroblasts/Chondrocytes	COL27A1
FDCSP	2.42E-145	1.210424	0.566	0.153	4.84E-142	Fibroblasts/Chondrocytes	FDCSP
SYNDIG1	6.32E-145	0.958466	0.572	0.129	1.26E-141	Fibroblasts/Chondrocytes	SYNDIG1
NRG2	1.28E-142	1.203975	0.596	0.164	2.56E-139	Fibroblasts/Chondrocytes	NRG2
ARHGAP102	5.95E-138	0.908314	0.724	0.353	1.19E-134	Fibroblasts/Chondrocytes	ARHGAP10
PLD5	6.43E-138	1.578598	0.583	0.123	1.29E-134	Fibroblasts/Chondrocytes	PLD5
XKR4	2.66E-136	1.757415	0.588	0.153	5.31E-133	Fibroblasts/Chondrocytes	XKR4
SRGAP12	3.78E-136	0.950972	0.659	0.256	7.56E-133	Fibroblasts/Chondrocytes	SRGAP1
PSD32	2.18E-135	1.105074	0.66	0.267	4.36E-132	Fibroblasts/Chondrocytes	PSD3
PKP2	2.97E-135	0.602738	0.564	0.117	5.94E-132	Fibroblasts/Chondrocytes	PKP2
NFKBIZ	4.93E-133	0.580242	0.777	0.409	9.86E-130	Fibroblasts/Chondrocytes	NFKBIZ
PLPP1	8.32E-132	0.94708	0.713	0.345	1.66E-128	Fibroblasts/Chondrocytes	PLPP1
EHBP12	2.05E-131	0.656065	0.872	0.555	4.10E-128	Fibroblasts/Chondrocytes	EHBP1
EXT12	2.22E-131	0.707041	0.771	0.498	4.45E-128	Fibroblasts/Chondrocytes	EXT1
IL15	4.87E-128	0.918072	0.637	0.229	9.73E-125	Fibroblasts/Chondrocytes	IL15
SERPINE1	1.10E-126	0.945539	0.512	0.096	2.20E-123	Fibroblasts/Chondrocytes	SERPINE1
SLC8A11	5.73E-126	0.858962	0.647	0.233	1.15E-122	Fibroblasts/Chondrocytes	SLC8A1
FAM126A	3.53E-122	0.803048	0.686	0.316	7.06E-119	Fibroblasts/Chondrocytes	FAM126A
MYO6	4.08E-122	1.14776	0.63	0.229	8.17E-119	Fibroblasts/Chondrocytes	MYO6
PLS31	3.91E-121	0.559071	0.607	0.19	7.83E-118	Fibroblasts/Chondrocytes	PLS3
NPL1	1.34E-119	0.554707	0.591	0.17	2.68E-116	Fibroblasts/Chondrocytes	NPL
SPSB12	1.23E-118	0.587408	0.622	0.227	2.45E-115	Fibroblasts/Chondrocytes	SPSB1
CACNA2D12	2.49E-118	0.996054	0.642	0.21	4.98E-115	Fibroblasts/Chondrocytes	CACNA2D1
ST72	7.53E-117	0.505638	0.698	0.302	1.51E-113	Fibroblasts/Chondrocytes	ST7
EGFR2	1.58E-116	0.648426	0.638	0.202	3.17E-113	Fibroblasts/Chondrocytes	EGFR
LIN7A	2.72E-115	0.96918	0.565	0.107	5.43E-112	Fibroblasts/Chondrocytes	LIN7A
NAV32	3.79E-114	0.567153	0.669	0.239	7.58E-111	Fibroblasts/Chondrocytes	NAV3
TPM1	4.69E-112	1.17924	0.61	0.225	9.37E-109	Fibroblasts/Chondrocytes	TPM1
CHPT12	2.28E-109	0.525928	0.715	0.341	4.56E-106	Fibroblasts/Chondrocytes	CHPT1
PBX12	3.23E-109	0.646808	0.695	0.299	6.46E-106	Fibroblasts/Chondrocytes	PBX1
PTCH2	1.06E-107	0.529132	0.585	0.194	2.11E-104	Fibroblasts/Chondrocytes	PTCH2
ACTA2	2.23E-107	1.152966	0.603	0.239	4.47E-104	Fibroblasts/Chondrocytes	ACTA2
PLEKHG1	5.82E-107	0.866041	0.654	0.285	1.16E-103	Fibroblasts/Chondrocytes	PLEKHG1
COL6A21	1.03E-106	0.72296	0.615	0.216	2.06E-103	Fibroblasts/Chondrocytes	COL6A2
PCDH11X	2.55E-104	1.152048	0.554	0.14	5.10E-101	Fibroblasts/Chondrocytes	PCDH11X
EPS83	8.29E-104	0.616154	0.633	0.244	1.66E-100	Fibroblasts/Chondrocytes	EPS8
PLA2G4A	1.27E-103	0.609432	0.598	0.196	2.54E-100	Fibroblasts/Chondrocytes	PLA2G4A
FERMT22	2.94E-103	0.849076	0.625	0.223	5.88E-100	Fibroblasts/Chondrocytes	FERMT2
PDLIM1	8.71E-103	0.879506	0.582	0.177	1.74E-99	Fibroblasts/Chondrocytes	PDLIM1
TJP1	5.76E-101	0.802506	0.62	0.223	1.15E-97	Fibroblasts/Chondrocytes	TJP1
YAP11	1.42E-97	0.88254	0.63	0.232	2.85E-94	Fibroblasts/Chondrocytes	YAP1
PLCB4	1.32E-96	0.970903	0.578	0.162	2.64E-93	Fibroblasts/Chondrocytes	PLCB4
PPP1R12B1	3.37E-96	0.752979	0.75	0.493	6.75E-93	Fibroblasts/Chondrocytes	PPP1R12B
NOL4	6.91E-95	1.223722	0.539	0.072	1.38E-91	Fibroblasts/Chondrocytes	NOL4
COL18A1	1.30E-94	0.522992	0.583	0.207	2.61E-91	Fibroblasts/Chondrocytes	COL18A1
COL4A21	1.14E-93	0.675794	0.627	0.228	2.28E-90	Fibroblasts/Chondrocytes	COL4A2
SNAP91	2.55E-87	1.044718	0.524	0.094	5.10E-84	Fibroblasts/Chondrocytes	SNAP91
UBE2E22	1.85E-86	0.536862	0.762	0.421	3.70E-83	Fibroblasts/Chondrocytes	UBE2E2
GRIA3	2.70E-84	0.537285	0.532	0.141	5.40E-81	Fibroblasts/Chondrocytes	GRIA3
RARB	3.17E-84	0.919278	0.559	0.166	6.34E-81	Fibroblasts/Chondrocytes	RARB
TNFSF13B1	6.43E-84	0.616329	0.639	0.28	1.29E-80	Fibroblasts/Chondrocytes	TNFSF13B
STK32B1	1.51E-83	0.712322	0.548	0.167	3.02E-80	Fibroblasts/Chondrocytes	STK32B
SVIL1	1.67E-83	0.819178	0.76	0.507	3.34E-80	Fibroblasts/Chondrocytes	SVIL
HIPK31	1.34E-81	0.517061	0.847	0.54	2.68E-78	Fibroblasts/Chondrocytes	HIPK3
PAWR	1.95E-79	0.687699	0.568	0.186	3.90E-76	Fibroblasts/Chondrocytes	PAWR
PIWIL4	9.22E-79	0.917904	0.552	0.176	1.84E-75	Fibroblasts/Chondrocytes	PIWIL4
KIAA12171	1.24E-78	0.782888	0.629	0.268	2.48E-75	Fibroblasts/Chondrocytes	KIAA1217
ABTB2	2.82E-76	0.897463	0.542	0.167	5.65E-73	Fibroblasts/Chondrocytes	ABTB2
GNA14	2.51E-74	0.953841	0.555	0.153	5.03E-71	Fibroblasts/Chondrocytes	GNA14
POGLUT1	3.75E-72	0.536576	0.658	0.334	7.49E-69	Fibroblasts/Chondrocytes	POGLUT1
ALPK2	5.90E-72	1.139308	0.525	0.118	1.18E-68	Fibroblasts/Chondrocytes	ALPK2
KIF26B	9.50E-72	0.954437	0.549	0.165	1.90E-68	Fibroblasts/Chondrocytes	KIF26B
NKAIN2	4.84E-70	0.739858	0.523	0.144	9.68E-67	Fibroblasts/Chondrocytes	NKAIN2
CADPS21	4.85E-70	0.613573	0.597	0.226	9.69E-67	Fibroblasts/Chondrocytes	CADPS2
SSBP21	1.23E-69	0.550444	0.901	0.658	2.46E-66	Fibroblasts/Chondrocytes	SSBP2
TDRP	3.33E-67	0.651776	0.537	0.148	6.66E-64	Fibroblasts/Chondrocytes	TDRP
RAI14	7.55E-67	1.092678	0.559	0.171	1.51E-63	Fibroblasts/Chondrocytes	RAI14
MACROD21	8.13E-67	1.094384	0.591	0.254	1.63E-63	Fibroblasts/Chondrocytes	MACROD2
